1stEntity	2ndEntity	Relation	Sentence	False_Positive(x)_Checked_by_3_Annotators
chicago	wrigley_field	/location/location/contains	ken golub , a chicago public school teacher who has spent $ 50,000 remodeling his 100-year-old house near wrigley_field , estimates that he has saved another $ 50,000 by doing much of the painting , plastering and wood stripping himself .	x
jacques_chirac	france	/people/person/nationality	a8 chirac drops iran mission president jacques_chirac of france arranged to send his foreign minister to iran for talks on lebanon , then abruptly canceled the visit at a time when most world powers have forged a united front against iran because of its nuclear program .	
chuck_hagel	nebraska	/people/person/place_lived	senator olympia snowe of maine joined senator chuck_hagel , a fellow republican from nebraska , in the protest .	
garry_kasparov	russia	/people/person/nationality	this has become the typical government response to the so-called dissenters ' marches put on by the other russia , an uneasy coalition of liberals and radicals led by the former chess champion garry_kasparov and mikhail m. kasyanov , president putin 's former prime minister , among others .	
washington	elwha	/location/location/contains	in the next several years , dams on the elwha and white salmon rivers in washington and the sandy river in oregon are scheduled to be removed .	x
jacques_chirac	france	/people/person/nationality	president jacques_chirac of france conveyed the condolences of his country .	
italy	calcata	/location/location/contains	that almost all the inhabitants are from somewhere else -- either in italy or other parts of the world -- makes calcata unique , '' said pancho garrison , a former choreographer from texas who runs grotta dei germogli , a nouvelle italian restaurant in a mosaic-lined cave -lrb- rupe san giovanni ; 39-761-588-003 ; www.grottadeigermogli.org -rrb- . ''	
canada	toronto	/location/location/contains	during her lifetime , miss shelton performed in recitals in new york city , in toronto , canada , and throughout florida .	
evo_morales	bolivia	/people/person/nationality	indeed , mr. chávez said sunday that he wished mr. correa the '' best of luck '' from venezuela , where he appeared on television with president evo_morales of bolivia to commemorate the opening of a milk processing plant built in western venezuela with financing from iran .	
minnesota	mankato	/location/location/contains	in victory no. 18 , in last year 's north central regional semifinal , winona trailed by 16 points with 8 minutes 8 seconds left before rallying to beat minnesota state mankato in regulation , 74-71 .	
goa	india	/location/administrative_division/country	but this time , the domestic scene would take place in goa , the sliver of a state on india 's western coast .	
israel	jerusalem	/location/location/contains	if olmert agrees to talk about jerusalem , someone could threaten to leave his government , '' said martin s. indyk , the united states ambassador to israel in the clinton administration . ''	
bashar_al-assad	muslim	/people/person/religion	although the regime of president bashar_al-assad hails from an obscure offshoot of shiism -- the alawites -- syria is nearly three-quarters sunni , with alawites , members of other muslim sects and a considerable number of christians making up the rest .	x
monmouth_county	oceanport	/location/location/contains	when the fences come down , eatontown and the neighboring monmouth_county boroughs of oceanport and tinton falls could inherit and divide 1,126 acres of fort monmouth property within their borders .	
lebanon	beirut	/location/country/capital	in downtown beirut on thursday night , many bristled at the idea that the security council could impose such a court in the first place , despite the will of the opposition , which is estimated to account for almost half of lebanon . ''	x
youtube	chad_hurley	/business/company/founders	chad_hurley , the co-founder and chief executive of youtube , said the company was still working on its filtering technology .	
maryland	baltimore	/location/location/contains	by making a wide circle around baltimore , the troops avoided inflaming a city already on the brink of revolt and kept maryland , however tenuously , in the union .	
